id,meaning_en,meaning_ja,word_class,english_word_id,parent_id
2663,Earned run average.,獲得した実行平均。,abbreviation,1077,NULL
2664,Equal Rights Amendment.,平等権利の修正。,abbreviation,1077,NULL
2665,"Higher in rank, status, or quality.",ランク、ステータス、または品質が高い。,adjective,1079,NULL
2666,Having or showing an overly high opinion of oneself; supercilious.,自分について過度に高い意見を持っている、または示すこと。卑劣。,adjective,1079,NULL
2667,"(of a letter, figure, or symbol) written or printed above the line.",（文字、図、または記号の）線の上に書かれるか印刷されます。,adjective,1079,NULL
2668,Further above or out; higher in position.,さらに上または外;位置が高い。,adjective,1079,NULL
2669,"A person or thing superior to another in rank, status, or quality, especially a colleague in a higher position.",ランク、ステータス、または品質が他の人よりも優れている人または物、特に上位の同僚。,noun,1079,NULL
2670,"A superior letter, figure, or symbol.",優れた文字、図、または記号。,noun,1079,NULL
2671,"A port city in northwestern Wisconsin, on Lake Superior, adjacent to Duluth in Minnesota; population 26,223 (est. 2008).","ウィスコンシン州北西部のスペリオル湖沿いの港湾都市で、ミネソタ州のダルースに隣接しています。人口26,223（推定2008）。",proper noun,1079,NULL
2672,That is to say; to be specific (used to introduce detailed information or a specific example),つまり、具体的に（詳細情報や具体例を紹介するために使用）,adverb,1080,NULL
2673,"The amount of something that is permitted, especially within a set of regulations or for a specified purpose.",特に一連の規制内で、または特定の目的のために許可されているものの量。,noun,1081,NULL
2674,Give (someone) a sum of money regularly as an allowance.,手当として定期的に（誰かに）お金を与える。,transitive verb,1081,NULL
2675,The mass or magnitude of something large.,大きなものの質量または大きさ。,noun,1082,NULL
2676,Be or seem to be of great size or importance.,大きさや重要性がある、またはそうであるように見える。,verb,1082,NULL
2677,Treat (a product) so that its quantity appears greater than it in fact is.,その量が実際よりも多く見えるように（製品）を扱います。,verb,1082,NULL
2678,In most cases; usually.,ほとんどの場合;通常。,adverb,1083,NULL
2679,"Produce or provide (a natural, agricultural, or industrial product)",生産または提供（自然、農業、または工業製品）,verb,1084,NULL
2680,"Give way to arguments, demands, or pressure.",議論、要求、圧力に道を譲る。,verb,1084,NULL
2681,(of a mass or structure) give way under force or pressure.,（質量または構造の）力または圧力の下で道を譲る。,verb,1084,NULL
2682,The full amount of an agricultural or industrial product.,農産物または工業製品の全量。,noun,1084,NULL
2683,"A strong wooden or metal post with a point at one end, driven into the ground to support a tree, form part of a fence, act as a boundary mark, etc.",一端にポイントがあり、木を支えたり、フェンスの一部を形成したり、境界マークとして機能するように地面に打ち込まれた、頑丈な木製または金属製の支柱。,noun,1085,NULL
2684,"A metalworker's small anvil, typically with a projection for fitting into a socket on a bench.",金属作業者の小さなアンビル。通常、ベンチのソケットに取り付けるための突起が付いています。,noun,1085,NULL
2685,A territorial division of the Mormon Church under the jurisdiction of a president.,大統領の管轄下にあるモルモン教会の領土。,noun,1085,NULL
2686,Support (a tree or plant) with a stake or stakes.,1つまたは複数の支柱で（木または植物）をサポートします。,transitive verb,1085,NULL
2687,Mark an area with stakes so as to claim ownership of it.,エリアの所有権を主張できるように、そのエリアをステークでマークします。,transitive verb,1085,NULL
2688,A sum of money or something else of value gambled on the outcome of a risky game or venture.,リスクのあるゲームやベンチャーの結果について賭けた金の額または何か他の価値のあるもの。,noun,1085,NULL
2689,Gamble (money or something else of value) on the outcome of a game or race.,ゲームまたはレースの結果についてのギャンブル（お金またはその他の価値のあるもの）。,transitive verb,1085,NULL
2690,Give financial or other support to.,財政的またはその他の支援を与える。,transitive verb,1085,NULL
2691,"Wanted or wished for as being an attractive, useful, or necessary course of action.",魅力的、有用、または必要な行動方針として求められたか、または望まれた。,adjective,1086,NULL
2692,"A desirable person, thing, or quality.",望ましい人、物、または品質。,noun,1086,NULL
2693,"A simple roofed structure, typically made of wood or metal, used as a storage space, a shelter for animals, or a workshop.",保管スペース、動物の避難所、またはワークショップとして使用される、通常は木または金属で作られた単純な屋根付き構造。,noun,1087,NULL
2694,A plan made in secret by a group of people to do something illegal or harmful.,違法または有害な何かをするために人々のグループによって秘密裏に作られた計画。,noun,1088,NULL
2695,"The main events of a play, novel, movie, or similar work, devised and presented by the writer as an interrelated sequence.",劇、小説、映画、または類似の作品の主な出来事であり、作家によって相互に関連するシーケンスとして考案および提示されています。,noun,1088,NULL
2696,A small piece of ground marked out for a purpose such as building or gardening.,建物や園芸などの目的でマークされた小さな地面。,noun,1088,NULL
2697,A graph showing the relation between two variables.,2つの変数間の関係を示すグラフ。,noun,1088,NULL
2698,An agreement or a settlement of a dispute that is reached by each side making concessions.,譲歩をしている双方が到達する合意または紛争の解決。,noun,1089,NULL
2699,Settle a dispute by mutual concession.,相互譲歩により紛争を解決する。,verb,1089,NULL
2700,Accept standards that are lower than is desirable.,望ましいよりも低い基準を受け入れます。,verb,1089,NULL
2701,"Bring into disrepute or danger by indiscreet, foolish, or reckless behavior.",控えめな、愚かな、または無謀な行動によって、評判を落とす、または危険にさらす。,verb,1089,NULL
2702,In a thorough manner.,徹底的に。,adverb,1090,NULL
2703,Very much; greatly.,とても;大きく。,adverb,1090,NULL
2704,A formal or explicit statement or announcement.,正式または明示的な声明または発表。,noun,1091,NULL
2705,"A sum of money placed or kept in a bank account, usually to gain interest.",通常利息を得るために銀行口座に置かれた、または保管された金額の合計。,noun,1093,NULL
2706,"A sum payable as a first installment on the purchase of something or as a pledge for a contract, the balance being payable later.",何かを購入したときの最初の分割払いとして、または契約の誓約として支払う金額。残高は後で支払う必要があります。,noun,1093,NULL
2707,A layer or body of accumulated matter.,蓄積された物質の層または体。,noun,1093,NULL
2708,The action of placing something in a specified place.,指定された場所に何かを配置するアクション。,noun,1093,NULL
2709,Buy or obtain (an asset or object) for oneself.,自分のために（資産またはオブジェクト）を購入または取得します。,transitive verb,1094,NULL
2710,"Learn or develop (a skill, habit, or quality)",学習または発達する（スキル、習慣、または質）,transitive verb,1094,NULL
2711,"Made or produced by human beings rather than occurring naturally, especially as a copy of something natural.",自然に発生するのではなく、特に自然のもののコピーとして人間によって作成または生成されます。,adjective,1095,NULL
2712,(of a person or their behavior) insincere or affected.,（人または彼らの行動の）不誠実または影響を受けた。,adjective,1095,NULL
2713,(of a bid) conventional as opposed to natural.,（入札の）自然とは対照的な従来の。,adjective,1095,NULL
2714,Recognize or treat (someone or something) as different.,（誰かまたは何か）を別のものとして認識または処理します。,transitive verb,1096,NULL
2715,Unwilling and hesitant; disinclined.,不本意で躊躇する;不満。,adjective,1097,NULL
2716,In a manner relating to the body as opposed to the mind.,心とは対照的に体に関連する方法で。,adverb,1098,NULL
2717,In a way that relates to the real world and things perceived through the senses as opposed to the mind.,現実世界と、心ではなく感覚を通して知覚されるものに関連する方法で。,adverb,1098,NULL
2718,Withstand the action or effect of.,のアクションや効果に耐えます。,transitive verb,1100,NULL
2719,"A resistant substance applied as a coating to protect a surface during some process, for example to prevent dye or glaze adhering.",染料や釉薬の付着を防ぐなど、プロセス中に表面を保護するためにコーティングとして塗布される耐性物質。,noun,1100,NULL
2720,Ready or likely to attack or confront; characterized by or resulting from aggression.,攻撃または対決する準備ができている、または可能性が高い;攻撃によって特徴付けられるか、攻撃の結果として発生します。,adjective,1101,NULL
2721,An instance of invading a country or region with an armed force.,武力で国や地域に侵入した例。,noun,1102,NULL
2722,"Change or cause to change in character or composition, typically in a comparatively small but significant way.",性格や構成の変化または変化を引き起こし、通常は比較的小さいが重要な方法で変化する。,verb,1103,NULL
2723,The action or process of showing the existence or truth of something by giving proof or evidence.,証拠または証拠を与えることにより、何かの存在または真実を示す行動またはプロセス。,noun,1105,NULL
2724,A practical exhibition and explanation of how something works or is performed.,実用的な展示と、何かが機能または実行される方法の説明。,noun,1105,NULL
2725,A public meeting or march protesting against something or expressing views on a political issue.,何かに抗議したり、政治問題について意見を表明したりする公開会議または行進。,noun,1105,NULL
2726,A person or thing acting or serving in place of another.,他の人の代わりに行動または奉仕する人または物。,noun,1106,NULL
2727,Use or add in place of.,代わりに使用または追加します。,transitive verb,1106,NULL
2728,A general agreement.,一般的な合意。,noun,1107,NULL
2729,Wheat or any other cultivated cereal crop used as food.,小麦または食品として使用されるその他の栽培穀物。,noun,1108,NULL
2730,A single fruit or seed of a cereal.,単一の果物または穀物の種子。,noun,1108,NULL
2731,"The smallest unit of weight in the troy and avoirdupois systems, equal to 1/5760 of a pound troy and 1/7000 of a pound avoirdupois (approximately 0.0648 grams).",トロイおよび回頭筋システムの重量の最小単位で、1/5760ポンドのトロイおよび1/7000ポンドの回旋筋（約0.0648グラム）に相当します。,noun,1108,NULL
2732,"The longitudinal arrangement or pattern of fibers in wood, paper, etc.",木材、紙などの繊維の縦方向の配置またはパターン。,noun,1108,NULL
2733,A person's character or natural tendency.,人の性格または自然な傾向。,noun,1108,NULL
2734,"Kermes or cochineal, or dye made from either of these.",ケルメスまたはコチニール、またはこれらのいずれかから作られた染料。,noun,1108,NULL
2735,Give a rough surface or texture to.,ざらざらした表面や質感を与えます。,transitive verb,1108,NULL
2736,"Paint (something, especially furniture or interior surfaces) in imitation of the grain of wood or marble.",木目や大理石を模したペイント（特に家具やインテリアの表面）。,transitive verb,1108,NULL
2737,Remove hair from (a hide).,（非表示）から髪を削除します。,transitive verb,1108,NULL
2738,Feed (a horse) on grain.,穀物を食べます（馬）。,transitive verb,1108,NULL
2739,A person or company that makes goods for sale.,商品を販売する人または会社。,noun,1109,NULL
2740,Happening or developing gradually or in stages; proceeding step by step.,徐々にまたは段階的に発生または発達する。ステップバイステップで進みます。,adjective,1110,NULL
2741,"(of a group, person, or idea) favoring or implementing social reform or new, liberal ideas.",（グループ、個人、またはアイデアの）社会改革または新しいリベラルなアイデアを支持または実行する。,adjective,1110,NULL
2742,"Denoting an aspect or tense of a verb that expresses an action in progress, e.g. am writing, was writing.",進行中のアクションを表す動詞の側面または時制を示します。書いている、書いていました。,adjective,1110,NULL
2743,(of a card game or dance) involving a series of sections for which participants successively change place or relative position.,（カードゲームまたはダンスの）参加者が連続的に場所または相対的な位置を変更する一連のセクションを含む。,adjective,1110,NULL
2744,Engaging in or constituting forward motion.,前進する、または前進すること。,adjective,1110,NULL
2745,"A person advocating or implementing social reform or new, liberal ideas.",社会改革または新しい、リベラルなアイデアを提唱または実行する人。,noun,1110,NULL
2746,A progressive tense or aspect.,進歩的な時制または側面。,noun,1110,NULL
2747,"Each of a set of proofs of color work, showing all the colors separately and the cumulative effect of overprinting them.",カラーのプルーフセットはそれぞれ機能し、すべてのカラーを個別に示し、オーバープリントによる累積効果を示します。,noun,1110,NULL
2748,As a separate entity or entities; not together.,個別のエンティティとして。一緒ではない。,adverb,1111,NULL
2749,"Settle or find a solution to (a problem, dispute, or contentious matter)",（問題、紛争、または論争のある問題）の解決または解決策を見つける,verb,1113,NULL
2750,Decide firmly on a course of action.,行動方針をしっかりと決定します。,verb,1113,NULL
2751,Separate or cause to be separated into components.,分離しているか、コンポーネントに分離されている。,verb,1113,NULL
2752,(of something seen at a distance) turn into a different form when seen more clearly.,（遠くから見えるもの）よりはっきりと見ると、別の形に変わります。,verb,1113,NULL
2753,Firm determination to do something.,何かをする固い決意。,noun,1113,NULL
2754,"More than is necessary, normal, or desirable; immoderate.",必要以上、正常、または望ましい。節度がある。,adjective,1115,NULL
2755,The action of killing oneself intentionally.,故意に自殺する行為。,noun,1116,NULL
2756,"A running drill consisting of a sprint to a set point (especially a line on a basketball court) and back to the start, immediately followed by additional sprints of lengthening distances.",セットポイント（特にバスケットボールコートのライン）と最初に戻るスプリントで構成されるランニングドリル。その後すぐに、距離が長くなる追加のスプリントが続きます。,noun,1116,NULL
2757,Intentionally kill oneself.,意図的に自殺する。,intransitive verb,1116,NULL
2758,"The alternate rising and falling of the sea, usually twice in each lunar day at a particular place, due to the attraction of the moon and sun.",月と太陽の誘引により、特定の場所で月に1日に2回、海が交互に上下すること。,noun,1117,NULL
2759,Drift with or as if with the tide.,潮のように、または潮のようにドリフトします。,intransitive verb,1117,NULL
2760,Bring or come to an abrupt stop.,急いで立ち寄るか、来てください。,verb,1118,NULL
2761,"A suspension of movement or activity, typically a temporary one.",動きまたは活動の一時停止。通常は一時的なもの。,noun,1118,NULL
2762,(of a person) having a physical disability.,（人の）身体障害を持つ。,adjective,1118,NULL
2763,Walk with a limp.,足を引きずって歩く。,intransitive verb,1118,NULL
2764,Maintain (something) in its original or existing state.,（何か）を元の状態または既存の状態に維持します。,transitive verb,1119,NULL
2765,"Food made with fruit preserved in sugar, such as jam or marmalade.",ジャムやマーマレードなど、砂糖で保存した果物で作られた食品。,noun,1119,NULL
2766,A sphere of activity regarded as being reserved for a particular person or group.,特定の個人またはグループのために予約されていると見なされる活動範囲。,noun,1119,NULL
2767,A place where game is protected and kept for private hunting or shooting.,ゲームが保護され、私的な狩猟や射撃のために保管される場所。,noun,1119,NULL
2768,Unexpectedly experience or be faced with (something difficult or hostile),予期せず経験したり直面したりする（困難または敵対的なもの）,transitive verb,1120,NULL
2769,An unexpected or casual meeting with someone or something.,誰かまたは何かとの予期しないまたは偶然の出会い。,noun,1120,NULL
2770,An artificial body placed in orbit around the earth or moon or another planet in order to collect information or for communication.,情報を収集するため、または通信するために、地球または月または別の惑星の周りの軌道に配置された人工体。,noun,1122,NULL
2771,A celestial body orbiting the earth or another planet.,地球または別の惑星を周回する天体。,noun,1122,NULL
2772,Something that is separated from or on the periphery of something else but is nevertheless dependent on or controlled by it.,他のものから分離されているか、その周囲にあるものの、それによって依存または制御されているもの。,noun,1122,NULL
2773,A portion of the DNA of a genome with repeating base sequences and of different density from the main sequence.,反復する塩基配列を持ち、主配列とは密度が異なるゲノムのDNAの一部。,noun,1122,NULL
2774,In a regular and even manner.,定期的かつ均等に。,adverb,1124,NULL
2775,In a controlled or unwavering manner.,制御された、または揺るぎない方法で。,adverb,1124,NULL
2776,"A special right, advantage, or immunity granted or available only to a particular person or group.",特定の個人またはグループにのみ付与または利用可能な特別な権利、利点、または免除。,noun,1125,NULL
2777,Grant a privilege or privileges to.,特権を付与します。,transitive verb,1125,NULL
2778,A person with whom one works in a profession or business.,職業やビジネスで一緒に働く人。,noun,1126,NULL
2779,Be (a part) of a whole.,全体の（一部）である。,transitive verb,1127,NULL
2780,Give legal or constitutional form to (an institution); establish by law.,（機関）に法的または憲法上のフォームを提供します。法律で定める。,transitive verb,1127,NULL
2781,"Opposite in nature, direction, or meaning.",自然、方向、または意味において反対。,adjective,1128,NULL
2782,Perversely inclined to disagree or to do the opposite of what is expected or desired.,逆に反対したり、期待したり望まれたりとは反対のことをしたりする傾向があります。,adjective,1128,NULL
2783,Complete disorder and confusion.,完全な混乱と混乱。,noun,1129,NULL
2784,"A stiff, sticky fine-grained earth, typically yellow, red, or bluish-gray in color and often forming an impermeable layer in the soil. It can be molded when wet, and is dried and baked to make bricks, pottery, and ceramics.",固くて粘着性のある細かい土。通常は黄色、赤、または青灰色がかった色で、土壌に不浸透性の層を形成していることがよくあります。湿った状態で成形し、乾燥、焼成してレンガ、陶器、陶器を作ることができます。,noun,1130,NULL
2785,Not directly caused by or resulting from something.,何かによって直接的に引き起こされたものではない。,adjective,1131,NULL
2786,(of a route) not straight; not following the shortest way.,（ルートの）まっすぐではありません。最短の方法に従っていません。,adjective,1131,NULL
2787,Avoiding direct mention or exposition of a subject.,主題の直接の言及や説明を避ける。,adjective,1131,NULL
2788,"(of a sight, smell, or sound) barely perceptible.",（視覚、臭い、または音の）かろうじて知覚できる。,adjective,1132,NULL
2789,Weak and dizzy; close to losing consciousness.,弱くてめまい。意識を失うことに近い。,adjective,1132,NULL
2790,Lose consciousness for a short time because of a temporarily insufficient supply of oxygen to the brain.,脳への酸素の供給が一時的に不十分なため、意識が短時間失われます。,intransitive verb,1132,NULL
2791,A sudden loss of consciousness.,突然の意識喪失。,noun,1132,NULL
2792,"Expend money with the expectation of achieving a profit or material result by putting it into financial plans, shares, or property, or by using it to develop a commercial venture.",財務計画、株式、または不動産に投入するか、または商業ベンチャーの開発に使用することにより、利益または重要な結果を達成することを期待してお金を使います。,verb,1133,NULL
2793,Provide or endow someone or something with (a particular quality or attribute),誰かまたは何かに（特定の品質または属性）を提供または与える,verb,1133,NULL
2794,Clothe or cover with a garment.,衣服または衣服で覆う。,verb,1133,NULL
2795,Surround (a place) in order to besiege or blockade it.,包囲または封鎖するために囲みます。,verb,1133,NULL
2796,Only just; almost not.,ただ;ほとんどない。,adverb,1134,NULL
2797,"At the present time, in contrast with the past.",現時点では、過去とは対照的です。,adverb,1135,NULL
2798,"Provide (a book, newspaper, etc.) with pictures.",（本、新聞など）写真を提供します。,transitive verb,1136,NULL
2799,"Not helping or supporting either side in a conflict, disagreement, etc.; impartial.",紛争や意見の不一致などで、どちらの側も支援または支援していない;公平。,adjective,1137,NULL
2800,Having no strongly marked or positive characteristics or features.,強くマークされた、または肯定的な特徴や機能がない。,adjective,1137,NULL
2801,Neither acid nor alkaline; having a pH of about 7.,酸もアルカリもありません。約7のpHを持っています。,adjective,1137,NULL
2802,Electrically neither positive nor negative.,電気的には正も負もありません。,adjective,1137,NULL
2803,An impartial or unbiased country or person.,公平または公平な国または人。,noun,1137,NULL
2804,"A neutral color or shade, especially light gray or beige.",中間色または色合い、特にライトグレーまたはベージュ。,noun,1137,NULL
2805,A disengaged position of gears in which the engine is disconnected from the driven parts.,エンジンが被駆動部品から切り離されているギアの解放位置。,noun,1137,NULL
2806,"An electrically neutral point, terminal, conductor, or wire.",電気的に中性のポイント、端子、導体、またはワイヤ。,noun,1137,NULL
2807,"(of a slope, flight of stairs, angle, ascent, etc.) rising or falling sharply; nearly perpendicular.",（斜面、階段、角度、上り坂など）急激に上昇または下降します。ほぼ垂直。,adjective,1138,NULL
2808,(of a price or demand) not reasonable; excessive.,（価格または需要の）妥当ではない;過度。,adjective,1138,NULL
2809,A steep mountain slope.,急な山の斜面。,noun,1138,NULL
2810,Soak (food or tea) in water or other liquid so as to extract its flavor or to soften it.,水や他の液体に（食品やお茶）を浸し、その風味を引き出したり柔らかくしたりします。,transitive verb,1138,NULL
2811,Surround or fill with a quality or influence.,品質や影響力で囲むか埋めてください。,transitive verb,1138,NULL
2812,"A tool, utensil, or other piece of equipment, especially as used for a particular purpose.",特に特定の目的で使用される工具、調理器具、またはその他の機器。,noun,1139,NULL
2813,"Put (a decision, plan, agreement, etc.) into effect.",（決定、計画、合意など）を実施する。,transitive verb,1139,NULL
2814,Fighting between armed forces.,軍隊間の戦い。,noun,1140,NULL
2815,"The quality of having experience, knowledge, and good judgment; the quality of being wise.",経験、知識、良い判断力の質。賢いという素質。,noun,1141,NULL
2816,Tell (someone) officially that they can or must leave a place or situation.,彼らが場所または状況を去ることができる、または去らなければならないことを（誰かに）公式に伝えます。,transitive verb,1143,NULL
2817,"Allow (a liquid, gas, or other substance) to flow out from where it has been confined.",閉じ込められた場所から（液体、気体、またはその他の物質）が流れ出るようにします。,transitive verb,1143,NULL
2818,Do all that is required to fulfill (a responsibility) or perform (a duty),（責任）を果たす（義務）ために必要なすべてのことを行う,transitive verb,1143,NULL
2819,(of a judge or court) cancel (an order of a court),（裁判官または裁判所の）キャンセル（裁判所の命令）,transitive verb,1143,NULL
2820,The action of discharging someone from a hospital or from a job.,病院または仕事から誰かを退院させる行為。,noun,1143,NULL
2821,"The action of discharging a liquid, gas, or other substance.",液体、気体、その他の物質を排出する行為。,noun,1143,NULL
2822,The action of doing all that is required to fulfill a responsibility or perform a duty.,責任を果たしたり、義務を果たすために必要なすべてのことを行う行動。,noun,1143,NULL
2823,The action of canceling an order of a court.,裁判所の命令を取り消す行為。,noun,1143,NULL
2824,Without paying attention to the present situation; despite the prevailing circumstances.,現在の状況に注意を払うことなく;一般的な状況にもかかわらず。,adverb,1144,NULL
2825,At once; immediately.,すぐに;すぐに。,adverb,1145,NULL
2826,Urgently or persistently.,緊急またはしつこく。,adverb,1145,NULL
2827,"An establishment providing accommodations, food, and drink, especially for travelers.",特に旅行者に宿泊施設、食べ物、飲み物を提供する施設。,noun,1146,NULL
2828,Seize and hold firmly.,つかんでしっかりと保持します。,transitive verb,1147,NULL
2829,A firm hold or grip.,しっかりホールドまたはグリップ。,noun,1147,NULL
2830,"Feeling, showing, or expressing sympathy.",共感を感じたり、見せたり、表現したりすること。,adjective,1148,NULL
2831,(of a person) attracting the liking of others.,（人の）他人の好みを引き付ける。,adjective,1148,NULL
2832,"Average in amount, intensity, quality, or degree.",量、強度、品質、または程度の平均。,adjective,1149,NULL
2833,"A person who holds moderate views, especially in politics.",特に政治において、中程度の見解を持っている人。,noun,1149,NULL
2834,"Make or become less extreme, intense, rigorous, or violent.",極端な、強烈な、厳格な、または暴力的なものにするか、それより少なくします。,verb,1149,NULL
2835,(in academic and ecclesiastical contexts) preside over (a deliberative body) or at (a debate),（学術的および教会的文脈において）（審議機関）を主宰するか、または（討論）,verb,1149,NULL
2836,Monitor (an Internet forum or online discussion) for inappropriate or offensive content.,不適切または不快なコンテンツがないか監視（インターネットフォーラムまたはオンラインディスカッション）。,verb,1149,NULL
2837,Retard (neutrons) with a moderator.,モデレーターを使用してリタード（中性子）。,verb,1149,NULL
2838,"A traditional story, especially one concerning the early history of a people or explaining some natural or social phenomenon, and typically involving supernatural beings or events.",伝統的な物語、特に人々の初期の歴史に関するものや、自然現象や社会現象を説明するもので、通常は超自然的な存在や出来事が関係しています。,noun,1150,NULL
2839,A widely held but false belief or idea.,広く受け入れられているが、誤った信念または考え。,noun,1150,NULL
2840,In a way that is worthy of attention.,注目に値する方法で。,adverb,1151,NULL
2841,Used to express surprise at an event or situation.,イベントや状況での驚きを表すために使用されます。,adverb,1151,NULL
2842,"Repeat or copy out (a group of words from a text or speech), typically with an indication that one is not the original author or speaker.",繰り返しまたはコピーアウト（テキストまたはスピーチからの単語のグループ）。通常、元の作者または話者ではないことを示す。,transitive verb,1152,NULL
2843,Give someone (the estimated price of a job or service),誰かに与える（仕事またはサービスの見積もり価格）,transitive verb,1152,NULL
2844,Give (a company) a quotation or listing on a stock exchange.,証券取引所に（会社に）見積もりまたは上場を与える。,transitive verb,1152,NULL
2845,A quotation from a text or speech.,テキストまたはスピーチからの引用。,noun,1152,NULL
2846,A quotation giving the estimated cost for a particular job or service.,特定のジョブまたはサービスの推定コストを示す見積もり。,noun,1152,NULL
2847,Quotation marks.,引用符。,noun,1152,NULL
2848,A yellow alloy of copper and zinc.,銅と亜鉛の黄色の合金。,noun,1154,NULL
2849,Bring (something) to an end.,（何か）を終わらせる。,verb,1155,NULL
2850,Arrive at a judgment or opinion by reasoning.,推論によって判断や意見にたどり着く。,verb,1155,NULL
2851,A mechanical failure.,機械的な故障。,noun,1156,NULL
2852,A failure of a relationship or system.,関係またはシステムの障害。,noun,1156,NULL
2853,The chemical or physical decomposition of something.,何かの化学的または物理的分解。,noun,1156,NULL
2854,"A lively, energetic American country dance.",活発でエネルギッシュなアメリカのカントリーダンス。,noun,1156,NULL
2855,"Accepting or allowing what happens or what others do, without active response or resistance.",積極的な反応や抵抗なしに、何が起こるか、他の人が何をするかを受け入れるか、または許可する。,adjective,1157,NULL
2856,"Denoting or relating to a voice of verbs in which the subject undergoes the action of the verb (e.g., they were killed as opposed to he killed them).",対象が動詞の動作を受ける動詞の声を示すか、それに関連する（たとえば、彼が殺したのではなく、殺された）。,adjective,1157,NULL
2857,(of a circuit or device) containing no source of electromotive force.,（回路またはデバイスの）起電力源を含まない。,adjective,1157,NULL
2858,(of a metal) made unreactive by a thin inert surface layer of oxide.,（金属の）酸化物の薄い不活性表面層によって非反応性になります。,adjective,1157,NULL
2859,A passive form of a verb.,動詞の受動態。,noun,1157,NULL
2860,"Having or showing intense and eager enjoyment, interest, or approval.",強烈で熱心な楽しみ、興味、または承認を持っている、または示している。,adjective,1158,NULL
2861,A ship or large boat.,船または大きな船。,noun,1159,NULL
2862,"A hollow container, especially one used to hold liquid, such as a bowl or cask.",ボウルやキャスクなど、特に液体を保持するために使用される中空のコンテナー。,noun,1159,NULL
2863,A duct or canal holding or conveying blood or other fluid.,血液またはその他の液体を保持または運搬する管または管。,noun,1159,NULL
2864,Take into one's possession or control by force.,強制的に自分の所有物または支配権を握る。,transitive verb,1160,NULL
2865,The action of capturing or of being captured.,捕獲または捕獲される行為。,noun,1160,NULL
2866,"Producing or able to produce large amounts of goods, crops, or other commodities.",大量の商品、作物、またはその他の商品の生産または生産が可能。,adjective,1161,NULL
2867,An intervening time or space.,介在する時間または空間。,noun,1162,NULL
2868,A pause or break in activity.,アクティビティの一時停止または中断。,noun,1162,NULL
2869,A space between two things; a gap.,2つのものの間のスペース。ギャップ。,noun,1162,NULL
2870,The difference in pitch between two musical sounds.,2つの楽音のピッチの違い。,noun,1162,NULL
2871,Of little depth.,少し深さの。,adjective,1163,NULL
2872,"An area of the sea, a lake, or a river where the water is not very deep.",水があまり深くない海、湖、または川の領域。,noun,1163,NULL
2873,"(of the sea, a lake, or a river) become less deep over time or in a particular place.",（海、湖、または川の）時間の経過とともに、または特定の場所で深さが少なくなります。,intransitive verb,1163,NULL
2874,Say or estimate that (a specified thing) will happen in the future or will be a consequence of something.,（特定のもの）が将来起こるか、何かの結果であると言うか、見積もります。,transitive verb,1166,NULL
2875,(of a business or activity) yielding profit or financial gain.,（ビジネスまたは活動の）利益または経済的利益をもたらす。,adjective,1167,NULL
2876,Beneficial; useful.,有益;有用。,adjective,1167,NULL
2877,"The art of making two- or three-dimensional representative or abstract forms, especially by carving stone or wood or by casting metal or plaster.",特に石や木を彫ったり、金属や石膏を鋳造したりすることにより、2次元または3次元の代表的または抽象的な形を作る技術。,noun,1168,NULL
2878,"Make or represent (a form) by carving, casting, or other shaping techniques.",彫刻、鋳造、またはその他の成形技術によって（形）を作成または表現します。,transitive verb,1168,NULL
2879,A gentle wind.,穏やかな風。,noun,1169,NULL
2880,A thing that is easy to do or accomplish.,実行または達成が容易なこと。,noun,1169,NULL
2881,Come or go in a casual or lighthearted manner.,気軽に、または気軽に来てください。,verb,1169,NULL
2882,Small cinders mixed with sand and cement to make cinder blocks.,小さな噴石を砂とセメントと混ぜて噴石ブロックを作ります。,noun,1169,NULL
2883,Try earnestly or persistently to persuade (someone) to do something.,真剣に、またはしつこく、誰かに何かをするように説得してみてください。,verb,1171,NULL
2884,A strong desire or impulse.,強い欲望または衝動。,noun,1171,NULL
2885,Care taken to avoid danger or mistakes.,危険や間違いを避けるように注意してください。,noun,1172,NULL
2886,An amusing or surprising person.,面白い人や意外な人。,noun,1172,NULL
2887,Say something as a warning.,警告として何か言ってください。,verb,1172,NULL
2888,Preconceived opinion that is not based on reason or actual experience.,理由や実際の経験に基づいていない先入観。,noun,1173,NULL
2889,Harm or injury that results or may result from some action or judgment.,何らかの行動や判断によって生じる、または生じる可能性のある危害または傷害。,noun,1173,NULL
2890,Give rise to prejudice in (someone); make biased.,（誰か）に偏見を生じさせます。偏らせる。,transitive verb,1173,NULL
2891,Cause harm to (a state of affairs),（事情）に害を及ぼす,transitive verb,1173,NULL
2892,"A hard crystalline metamorphic form of limestone, typically white with mottlings or streaks of color, that is capable of taking a polish and is used in sculpture and architecture.",石灰岩の硬い結晶変成形。通常は斑点や縞模様のある白い色で、磨きをかけることができ、彫刻や建築で使用されます。,noun,1174,NULL
2893,A small ball of colored glass or similar material used as a toy.,おもちゃとして使用される色ガラスまたは同様の材料の小さなボール。,noun,1174,NULL
2894,One's mental faculties.,自分の精神能力。,noun,1174,NULL
2895,Stain or streak (something) so that it looks like variegated marble.,斑入りまたは縞状（何か）にすると、斑入りの大理石のようになります。,transitive verb,1174,NULL
2896,Obtain or bring about by discussion.,話し合いによって入手またはもたらす。,verb,1175,NULL
2897,Find a way over or through (an obstacle or difficult path),障害物または困難な道を通過または通過する方法を見つける,verb,1175,NULL
